Sn No,TECHNOLOGY,QUESTION,SOLUTION,SEVERITY,PRIORITY,CREATED_USER,CREATED_DATE,CLOSED_USER,CLOSED_DATE,RESOLUTION_TIME,CITY,Latitude,Longitude
59,GCP Fire Store,"Firestore : “Error: 9 FAILED_PRECONDITION: The Cloud Firestore API is 
not available for Cloud Datastore projects” [duplicate]","Three solutions:

1. Firestore is not set as your Datastore
Go to https://console.cloud.google.com/firestore/. You'll notice a popup saying you need to initialize Firestore as the Native Datastore. Once done you should see this

2. You are logged into the wrong account in GCloud SDK.
you're on localhost - In your terminal you need to switch accounts or create a new configuration that points to the correct account and project.

Run gcloud init in a terminal on the machine you are using the service account on.

3. Firestore Database has not yet been created.
Open https://console.firebase.google.com/. Add/Create your GCP Project, choose billing plan, and create the database.",high,high,Bob,11-12-2022,Lucas,12-12-2022,25,Annandale,38.88141632,-77.17302704
60,GCP Fire Store,"I am trying to create a Vue Composable that uploads a file to Firebase Storage.
To do this I am using the modular Firebase 9 version.
But my current code does not upload anything, and instead returns this error: FirebaseError: Firebase Storage: An unknown error occurred, please check the error payload for server response. (storage/unknown)","To fix that take these steps:

1. Go to https://console.cloud.google.com
2. Select your project in the top blue bar (you will probably need to switch to the ""all"" tab to see your Firebase projects)
3. Scroll down the left menu and select ""Cloud Storage""
4. Select all your buckets then click ""Show INFO panel"" in the top right hand corner
5. click ""ADD PRINCIPAL""
6. Add ""firebase-storage@system.gserviceaccount.com"" to the New Principle box and give it the role of ""Storage Admin"" and save it",low,medium,Charlie,11-12-2022,Harry,13-12-2022,28,San Diego,32.74953461,-117.1046524
61,GCP Fire Store,How can I fix Firebase/firestore error in React native?,"Issue was fixed by downgrading Firebase to version 6.0.2. Cleaning project's cache was the solution.

Cleaning instructons:

In /android folder run ./graglew clean.

Also use https://www.npmjs.com/package/react-native-clean-project package.",high,medium,Emily,17-06-2022,James,19-06-2022,2,Miami,25.88852501,-80.17294312
62,GCP Fire Store,Firestore error : Stream closed with status : PERMISSION_DENIED,"Replace your rules with this and try:

rules_version = '2';
service cloud.firestore {
  match /databases/{database}/documents {
    match /{multiSegment=**} {
      allow read, write;
    }
  }
}",medium,low,Frank,17-06-2022,Madison,20-06-2022,4,Ypsilanti,42.24398804,-83.61991119
63,GCP Fire Store,How can I fix my firestore database setup error?,"Most likely snapshot.docChanges() is an empty array, so 
snapshot.docChanges()[0].doc.data() then fails. You'll want to check for an empty result set before accessing a member by its index like that.",medium,low,Frank,17-06-2022,Finn,20-06-2022,25,Philadelphia,39.96031189,-75.23809815
64,GCP Fire Store,how do I fix my flutter app not building with cloud firestore?,"I had the same issue and noticed, that my firebase_core dependency in pubspec.yaml was not updated.

Now use firebase_core: ^1.20.0 and it works 

Do not forget to run flutter clean.",medium,medium,Bob,17-06-2022,Emma,18-06-2022,21,San Antonio,29.47656632,-98.579216
65,GCP Fire Store,"How do I fix ""Could not reach Cloud Firestore Backend"" error?","If you are using Android Studio, Go to

AVD Manager
Your virtual devices
Drop down by the right-hand side of the device
Wipe Data
Cold Boot
This should fix your issue",medium,low,Charlie,17-06-2022,Iris,18-06-2022,28,Fresno,36.72061157,-119.9411163
66,GCP Fire Store,"How to solve FirebaseError: Expected first argument to collection() to 
be a CollectionReference, a DocumentReference or FirebaseFirestore problem?","You need to use in your imports either:

'firebase/firestore'
OR

'firebase/firestore/lite'
Not both in the same project.

In your case, the firebase.ts file is using:

import { getFirestore } from 'firebase/firestore/lite'
And in your hook:

import { doc, onSnapshot, Unsubscribe } from 'firebase/firestore'
So you're initialising the lite but using the full version afterwards.

Keep in mind that both has it's benefits, but I would suggest in your case to pick one and just use it. Then the error will be gone.",medium,medium,David,17-06-2022,Gabriella,20-06-2022,11,Jacksonville,30.19924736,-81.72353363
67,GCP Fire Store,I am getting error while uploading date data to firestore in flutter,"Firebase uses ISO8061 format to save dates. Let us say your b'day is 08-11-2004 so your code would be so

final date = DateTime(2004, 11, 8).toIso8601String();
Now you can upload the date variable into firebase as Date format.",critical,high,David,17-06-2022,Gabriella,18-06-2022,16,Elyria,41.41767502,-82.14421845
68,GCP Fire Store,"How can I resolve the '_CastError' error when reading a timestamp from 
Firestore in Flutter?","Dart casts treat one object as a different type of object. They do not perform any conversions.

To convert a String to a cloud_firestore Timestamp, you will need to parse it:

    return AppUser(
      birthDate: Timestamp.fromDate(DateTime.parse(json['birth_date'])),
      ...
    );",low,low,Frank,24-11-2021,Olivia,26-11-2021,19,Albuquerque,35.13623428,-106.5444183
69,GCP Fire Store,Error 400: unable to create collection using Firestore rest API,"With Firestore we don't create a Collection as such. A new Collection is created when the first Document of this Collection is created.

So for creating a doc in a new abcd collection, according to the REST API documentation, you need to call the following URL (see abcd at the end of the URL)

https://firestore.googleapis.com/v1/projects/mountain-bear-****/databases/(default)/documents/abcd
with a POST request and the request body shall contain an instance of a Document.",high,high,Alice,24-11-2021,Finn,27-11-2021,7,Rome,43.21662521,-75.45603943
70,GCP Fire Store,Firestore CANNOT create document. Server flooding network with HTTP 200 non stop,"1. you can try setting logLevel for Firestore and try to figure out what is happening with
firebase.firestore.setLogLevel('debug');
2. Recheck your firebase/firestore configuration

3. Try to change firebase libs versions, it does matters sometimes, had a bunch of broken libs and a lot of headache with them",medium,medium,Bob,24-11-2021,Finn,26-11-2021,10,Lodi,38.13113022,-121.2674866
71,GCP Fire Store,How to fix flutter firestore stream builder error?,"Check if it's null while loading the data from firestore

StreamBuilder(
        stream:
        FirebaseFirestore.instance.collection('my_contact').snapshots(),
        builder: (context, AsyncSnapshot<QuerySnapshot> streamSnapshot) {
          if (!streamSnapshot.hasData) return Center();
          if (streamSnapshot.data.docs.length!=0) {
            return ListView.builder(
              itemCount: streamSnapshot.data.docs.length,
              itemBuilder: (ctx, index) => SettingRowWidget(
                ""Call"",
                vPadding: 0,
                showDivider: false,
                onPressed: () {
                  Utility.launchURL((streamSnapshot.data.docs[index]['phone']));
                },
              ),
            );
          }else{
            return Center(child:Text('No data found'));
          }
    
        },
      ));",medium,medium,Bob,24-11-2021,Emma,25-11-2021,27,Brooklyn,40.64873886,-73.94348145
72,GCP Fire Store,"When I run a transaction inside a try {} catch(error){} block in Firestore, 
I noticed that when I try to store the error in logs, it appears as empty object. However, when I print it into console in the emulator, I get a proper error message.","Potential solutions are as follows:

functions.logger.error(`Unexpected error occurred:`, error) // Here error is a ""simple object""
functions.logger.error(`Unexpected error occurred:`, { error: error.message }) ",high,medium,David,30-04-2021,Olivia,01-05-2021,3,Medford,42.41968918,-71.10621643
73,GCP Fire Store,"Error: Failed to get Firebase project project-name. Please make sure the
 project exists and your account has permission to access it","Try logging out of firebase CLI and then log back in with the account that has the project that you are trying to run.

Steps:

`firebase logout`
`firebase login`",medium,high,Bob,05-12-2020,Daniel,07-12-2020,22,San Antonio,29.46007919,-98.52754211
74,GCP Fire Store,Error in getting server timestamp in Firestore,"The problem in your code is the fact that the type of your timestamp field inside your UserLight class dosn't match the type of your timestamp property in the database. See, in your UserLight class the timestamp field is of type long, which is basically a number while in the database is of type Date or Timestamp. Please note that both must match.

Because the correct way of holding dates in Cloud Firestore is to use the Date or Timestamp class, to solve this, simply change type of your timestamp field in your model class to be Date",low,high,Emily,05-12-2020,Madison,06-12-2020,8,Ontario,34.07656479,-117.61409
75,GCP Fire Store,"Reference error firestore is not defined in firebase cloud function when
 using firebase admin sdk","Removing the unnecessary import const { firestore } =
 require('firebase-admin') and then changing firestore.FieldValue.increment(1) to admin.firestore.FieldValue.increment(1) fixed the error.",medium,high,Grace,04-06-2022,Finn,05-06-2022,34,Miami,25.88852501,-80.17294312
76,GCP Cloud Build,"Error: ""No source files found in the repository"":","Verify that your build configuration includes the correct source file or directory. Double-check the path and ensure that the source files exist in the repository. If using a specific branch or tag, confirm that the branch or tag exists.",medium,low,Grace,18-09-2022,Daniel,19-09-2022,17,Philadelphia,39.96031189,-75.23809815
77,GCP Cloud Build,"Error: ""Permission denied"" or ""Insufficient permissions"" during build execution","Ensure that the user or service account running the build has the necessary permissions to access the required resources. Grant the appropriate IAM roles, such as roles/cloudbuild.builds.editor or roles/cloudbuild.builds.viewer, to the user or service account.",critical,high,Henry,14-09-2023,Madison,15-09-2023,13,San Antonio,29.47656632,-98.579216
78,GCP Cloud Build,"Error: ""Build timed out because no logs were emitted""",Check the build configuration to ensure that your build steps emit logs. Ensure that the logging configuration is set correctly. Verify that the build step commands or scripts are properly configured to produce logs.,high,high,Charlie,26-04-2021,Iris,27-04-2021,25,Fort Lauderdale,26.0984993,-80.27095032
79,GCP Cloud Build,"Error: ""Failed to access external resources during build""","Check the firewall rules and network configuration to ensure that the Cloud Build service has access to the required external resources. Verify that any necessary APIs are enabled. If accessing private resources, configure the necessary VPC networking and connectivity.",low,medium,Alice,26-04-2021,Nathan,28-04-2021,8,East Lansing,42.9221611,-84.01567841
80,GCP Cloud Build,"Error: ""Build failed due to build step dependencies not found""","Seems that Cloud Build is starting with a specific service account, and that account does not have permissions to store build logs in Logging.

Grant the Logging Admin (roles/logging.admin) role to the service account you specified in the YAML file.",medium,high,Grace,26-04-2021,Madison,27-04-2021,13,Memphis,35.06880951,-89.9284668
81,GCP Big Query,Getting error as billingNotEnabled,Enable billing for the project in the Google Cloud console.,medium,high,Frank,09-06-2020,Finn,11-06-2020,21,Meridian,43.58177948,-116.3938828
82,GCP Big Query,How to create temporary table in Google BigQuery,"To create a temporary table, use the TEMP or TEMPORARY keyword when you use the CREATE TABLE statement and use of CREATE TEMPORARY TABLE requires a script , so its better to start with begin statement.

Begin
CREATE TEMP TABLE <table_name> as select * from <table_name> where <condition>;
End ;",medium,medium,Frank,09-06-2020,Emma,10-06-2020,28,Greensboro,35.90322113,-79.62428284
83,GCP Big Query,How to download all data in a Google BigQuery dataset?,"Detailed step-by-step to download large query output

1. enable billing
     You have to give your credit card number to Google to export the output, and you might have to pay.
     But the free quota (1TB of processed data) should suffice for many hobby projects.
2. create a project
3. associate billing to a project
4. do your query
5. create a new dataset
6. click ""Show options"" and enable ""Allow Large Results"" if the output is very large
7. export the query result to a table in the dataset
8. create a bucket on Cloud Storage.
9. export the table to the created bucked on Cloud Storage.
    make sure to click GZIP compression
    use a name like <bucket>/prefix.gz.
    If the output is very large, the file name must have an asterisk * and the output will be split into multiple files.

10. download the table from cloud storage to your computer.
Does not seem possible to download multiple files from the web interface if the large file got split up, but you could install gsutil and run:
gsutil -m cp -r 'gs://<bucket>/prefix_*' .
See also: Download files and folders from Google Storage bucket to a local folder
There is a gsutil in Ubuntu 16.04 but it is an unrelated package.
You must install and setup as documented at: https://cloud.google.com/storage/docs/gsutil
11. unzip locally:
for f in *.gz; do gunzip ""$f""; done",medium,low,Alice,15-04-2023,Daniel,17-04-2023,3,Elyria,41.36125946,-82.11012268
84,GCP Big Query,"How to generate date series to occupy absent dates in google 
BiqQuery?","Generting a list of dates and then joining whatever table you need on top seems the easiest. I used the generate_date_array + unnest and it looks quite clean.

To generate a list of days (one day per row):

  SELECT
  *
  FROM 
    UNNEST(GENERATE_DATE_ARRAY('2023-10-01', '2020-09-30', INTERVAL 1 DAY)) AS example",medium,low,Emily,05-12-2022,Lucas,07-12-2022,14,Palo Alto,37.46242523,-122.1393967
85,GCP Big Query,How many Google Analytics views can I export to BigQuery?,"You can only export one view per Google Analytics property.

When selecting which view to export, it is important to consider which views have been customized with various changes to the View Settings (traffic 
filters, content groupings, channel settings, etc.), or which views have the most historical data.

The view that you choose to push to BigQuery will depend on use cases for your data. We recommend selecting the view with the most data, universal customization, and essential filters that have cleaned your data (such as bot filters).",medium,medium,Emily,22-11-2021,Lucas,25-11-2021,1,Fort Lauderdale,26.0984993,-80.27095032
86,GCP Big Query,How to choose the latest partition in BigQuery table?,"You can use with statement, select last few partitions and filter out the result. This is better approach because:

You are not limited by fixed partition date (like today - 1 day). It will always take the latest partition from given range.
It will only scan last few partitions and not whole table.
Example with last 3 partitions scan:

WITH last_three_partitions as (select *, _PARTITIONTIME as PARTITIONTIME 
    FROM dataset.partitioned_table 
    WHERE  _PARTITIONTIME > TIMESTAMP_SUB(CURRENT_TIMESTAMP(), INTERVAL 3 DAY))
SELECT col1, PARTITIONTIME from last_three_partitions 
WHERE PARTITIONTIME = (SELECT max(PARTITIONTIME) from last_three_partitions)",medium,low,Alice,22-11-2021,Olivia,23-11-2021,31,Las Vegas,36.03785324,-115.1722946
87,GCP Big Query,How can I change the project in BigQuery,"You have two ways to do it:

1. Specify --project_id global flag in bq. Example: bq ls -j --project_id <PROJECT>
2. Change default project by issuing gcloud config set project <PROJECT>",high,high,Frank,11-11-2020,Madison,14-11-2020,31,San Antonio,31.09787178,-99.80877686
88,GCP Big Query,How to catch a failed CAST statement in BigQuery SQL?,"You can use the SAFE_CAST function, which returns NULL if the input 
is not a valid value when interpreted as the desired type. In your case, you would just use SAFE_CAST(UPDT_DT_TM AS DATETIME). It is in the Functions & Operators documentation.",medium,low,David,13-05-2020,Lucas,14-05-2020,2,New Orleans,29.96966934,-90.09384918
89,GCP Big Query,JSON formatting Error when loading into Google Big Query,"Yes, BigQuery only accepts new-line delimited JSON, which means 
one complete JSON object per line. Before you merge the object to one line, BigQuery reads ""{"", which is start of an object, and expects to read a key, but the line ended, so you see the error message ""expected key"".

For multiple JSON objects, just put them one in each line. Don't enclose them inside an array. BigQuery expects each line to start with an object, ""{"". If you put ""["" as the first character, you will see the second error message which means BigQuery reads an array but not inside an object.",medium,low,Henry,27-08-2020,Iris,30-08-2020,9,Fullerton,33.86329651,-117.9716263
90,GCP Big Query,"I am trying to run the query ""select * from tablename "". But it throws 
error like ""Error: Response too large to return"".","Set allowLargeResults to true in your job configuration. You must also specify a destination table with the allowLargeResults flag.

If querying via API,

""configuration"": 
  {
    ""query"": 
    {
      ""allowLargeResults"": true,
      ""query"": ""select uid from [project:dataset.table]""
      ""destinationTable"": [project:dataset.table]

    }
  }
If using the bq command line tool,

$ bq query --allow_large_results --destination_table ""dataset.table"" ""select uid from [project:dataset.table]""

If using the browser tool,

Click 'Enable Options'
Select 'Allow Large Results'",high,high,David,27-08-2020,Madison,30-08-2020,12,Los Angeles,33.98547363,-118.3382416
91,GCP Big Query,"How can I refresh datasets/resources in the new Google BigQuery Web
 UI?","f you click the search box in the project/dataset ""Explorer"" sidebar, 
then press enter, it will refresh the list.",medium,medium,Bob,27-08-2020,Iris,30-08-2020,20,Costa Mesa,33.67670822,-117.9219055
92,GCP Big Query,"Failed to save view. Bad table reference ""myDataset.myTable""; table 
references in standard SQL views require explicit project IDs","Your view has reference to myDataset.myTable - which is ok when you just run it as a query (for example in Web UI).

But to save it as a view you must fully qualify that reference as below

myProject.myDataset.myTable   
So, just add project to that reference",low,medium,Charlie,09-12-2022,Daniel,11-12-2022,5,Chicago,41.89491653,-87.76180267
93,GCP Big Query,"Bigquery Error: UPDATE/MERGE must match at most one source row for 
each target row","It occurs because the target table of the BigQuery contains duplicated row(w.r.t you are joining). If a row in the table to be updated joins with more than one row from the FROM clause, then BigQuery returns this error:

Solution

1. Remove the duplicated rows from the target table and perform the UPDATE/MERGE operation
2. Define Primary key in BigQuery target table to avoid data redundancy",high,low,Frank,09-12-2022,Lucas,12-12-2022,1,Saint Louis,38.71575165,-90.3486557
94,GCP Big Query,"Create a BigQuery table from pandas dataframe, WITHOUT specifying 
schema explicitly","Here's a code snippet to load a DataFrame to BQ:

import pandas as pd
from google.cloud import bigquery

# Example data
df = pd.DataFrame({'a': [1,2,4], 'b': ['123', '456', '000']})

# Load client
client = bigquery.Client(project='your-project-id')

# Define table name, in format dataset.table_name
table = 'your-dataset.your-table'

# Load data to BQ
job = client.load_table_from_dataframe(df, table)
If you want to specify only a subset of the schema and still import all the columns, you can switch the last row with

# Define a job config object, with a subset of the schema
job_config = bigquery.LoadJobConfig(schema=[bigquery.SchemaField('b', 'STRING')])

# Load data to BQ
job = client.load_table_from_dataframe(df, table, job_config=job_config)",critical,high,Frank,16-07-2023,Olivia,17-07-2023,14,Piscataway,40.49956513,-74.44915009
95,GCP Big Query,"Table name missing dataset while no default dataset is set in the 
request","Depending on which API you are using, you can specify the defaultDataset parameter when running your BigQuery job. More information for the jobs.query api can be found here https://cloud.google.com/bigquery/docs/reference/rest/v2/jobs/query.

For example, using the NodeJS API for createQueryJob https://googleapis.dev/nodejs/bigquery/latest/BigQuery.html#createQueryJob, you can do something similar to this:

const options = {
  keyFilename: process.env.GOOGLE_APPLICATION_CREDENTIALS,
  projectId: process.env.GOOGLE_APPLICATION_PROJECT_ID,
  defaultDataset: {
    datasetId: process.env.BIGQUERY_DATASET_ID,
    projectId: process.env.GOOGLE_APPLICATION_PROJECT_ID
  },
  query: `select * from my_table;`
}

const [job] = await bigquery.createQueryJob(options);
let [rows] = await job.getQueryResults();",medium,low,Alice,25-09-2021,Harry,28-09-2021,5,Moline,41.49992752,-90.51541138
96,GCP Big Query,Is there an easy way to convert rows in BigQuery to JSON?,"If you want to glue together all of the rows quickly into a JSON block, you can do something like:

SELECT CONCAT(""["", STRING_AGG(TO_JSON_STRING(t), "",""), ""]"")
FROM `project.dataset.table` t
This will produce a table with 1 row that contains a complete JSON blob summarizing the entire table.",high,high,David,16-01-2022,Finn,18-01-2022,23,Marrero,29.89663696,-90.10955811
97,GCP Big Query,How do I list tables in Google BigQuery that match a certain name?,"You can do something like below in BigQuery Legacy SQL

SELECT * 
FROM publicdata:samples.__TABLES__
WHERE table_id CONTAINS 'github'
Or with BigQuery Standard SQL

SELECT * 
FROM publicdata.samples.__TABLES__
WHERE starts_with(table_id, 'github') ",high,medium,Frank,16-01-2022,Gabriella,17-01-2022,30,Bronx,40.87416458,-73.8703537
98,GCP Big Query,BigQuery fails to save view that uses functions,"BigQuery now supports permanents registration of UDFs. In order to use your UDF in a view, you'll need to first create it.

CREATE OR REPLACE FUNCTION `ACCOUNT-NAME11111.test.STR_TO_TIMESTAMP`
    (str STRING) 
    RETURNS TIMESTAMP AS (PARSE_TIMESTAMP('%Y-%m-%dT%H:%M:%E*SZ', str));
        i. Note that you must use a backtick for the function's name.
        ii. There's no TEMPORARY in the statement, as the function will be globally registered and persisted.
        iii. Due to the way BigQuery handles namespaces, you must include both the project name and the dataset name (test) in the function's name.
Once it's created and working successfully, you can use it a view.

create view test.test_view as
select `ACCOUNT-NAME11111.test.STR_TO_TIMESTAMP`('2020-02-10T13:00:00Z') as ts
You can then query you view directly without explicitly specifying the UDF anywhere.

select * from test.test_view",medium,high,Emily,17-09-2021,Lucas,19-09-2021,32,Long Beach,33.56687927,-117.7633209
99,GCP Big Query,"Query Failed Error: Resources exceeded during query execution: The 
query could not be executed in the allotted memory","The only way for this query to work is by removing the ordering applied in the end:

SELECT 
  fullVisitorId,
  CONCAT(CAST(fullVisitorId AS string),CAST(visitId AS string)) AS session,
  date,
  visitStartTime,
  hits.time,
  hits.page.pagepath
FROM
  `XXXXXXXXXX.ga_sessions_*`,
  UNNEST(hits) AS hits
WHERE
  _TABLE_SUFFIX BETWEEN ""20210801""
  AND ""20220331""
ORDER BY operation is quite expensive and cannot be processed in parallel so try to avoid it (or try applying it in a limited result set)",medium,medium,Grace,17-09-2021,Madison,20-09-2021,5,Meridian,43.56052399,-116.3960342
100,GCP Big Query,"How to convert results returned from bigquery to Json format using 
Python?","There is no current method for automatic conversion, but there is a pretty simple manual method to convert to json:

records = [dict(row) for row in query_job]
json_obj = json.dumps(str(records))
Another option is to convert using pandas:

df = query_job.to_dataframe()
json_obj = df.to_json(orient='records')",high,high,Bob,17-09-2021,Gabriella,19-09-2021,11,Mount Prospect,42.03620529,-87.96143341
