Sn No,TECHNOLOGY,QUESTION,SOLUTION,SEVERITY,PRIORITY,CREATED_USER,CREATED_DATE,CLOSED_USER,CLOSED_DATE,RESOLUTION_TIME,CITY,Latitude,Longitude
74,GCP Cloud Run,How to configure secrets for Cloud Run applications?,"You can use Secret Manager with Cloud Run. Read how to write code and set permissions to access the secrets from your Cloud Run app in the documentation.

Alternatively, if you'd like to store secrets in Cloud Storage (GCS) using Cloud KMS envelope encryption, check out the Berglas tool and library (Berglas also has support for Secret Manager).",low,medium,Emily,28-05-2023,Lucas,29-05-2023,27,Rome,43.21662521,-75.45603943
75,GCP Cloud Run,How to connect IPs in a VPC network from Cloud Run?,"Cloud Run now has support for ""Serverless VPC Access"". This feature allows Cloud Run applications to be able to connect private IPs in the VPC (but not the other way).

This way your Cloud Run applications can connect to private VPC IP addresses running:

GCE VMs
Cloud SQL instances
Cloud Memorystore instances
Kubernetes Pods/Services (on GKE public or private clusters)
Internal Load Balancers
",medium,medium,Henry,26-10-2023,Iris,28-10-2023,3,La Puente,33.81112289,-112.0818558
76,GCP Cloud Run,How can I serve responses larger than 32MB with Cloud Run?,"Cloud Run can stream responses that are larger than 32MB using HTTP chunked encoding. Add the HTTP header Transfer-Encoding: chunked to your 
response if you know it will be larger than 32MB.",low,high,Charlie,26-10-2023,Iris,27-10-2023,18,Santa Ana,33.66559982,-117.8830566
77,GCP Security IAM,How can I use Multi Factor Authentication (MFA) with IAM?,"When individual users use MFA, the methods they authenticate with 
will be honored. This means that your own identity system needs to support MFA. For Google Workspace accounts, this needs to be enabled by the user themselves. For Google Workspace-managed credentials, MFA can be enabled with Google Workspace tools.",medium,low,Emily,05-04-2022,Gabriella,08-04-2022,11,Jacksonville,30.35342217,-81.51309204
78,GCP Security IAM,How do I control who can create a service account in my project?,"Owner and editor roles have permissions to create service accounts in
 a project. If you wish to grant a user the permission to create a service account, grant them the owner or the editor role.",high,high,Bob,17-09-2022,Katherine,18-09-2022,35,Warren,42.51310349,-83.0218277
79,GCP Security IAM,"How do I grant permissions to resources in my project to someone who
 is not part of my organization?","Using Google groups, you can add a user outside of your organization to a group and bind that group to the role. Note that Google groups don't have login credentials, and you cannot use Google groups to establish identity to make a request to access a resource.

You can also directly add the user to the allow policy even if they are not a part of your organization. However, check with your administrator if this is compliant with your company's requirements.",medium,low,Charlie,17-09-2022,Finn,20-09-2022,36,Webster,43.20886993,-77.45961762
80,GCP Security IAM,How can I manage who can access my instances?,"To manage who has access to your instances, use Google groups to 
grant roles to principals. Granting a role creates a role binding in an allow policy; you can grant the role on the project where the instances will be launched, or on individual instances. If a user (identified by their Google Account, for example, my-user@example.com) is not a member of the group that is bound to a role, they will not have access to the resource where the allow policy is applied.",medium,low,David,17-09-2022,Harry,20-09-2022,6,Beaverton,45.5220108,-122.8633347
81,GCP Security IAM,How do I list the roles associated with a gcp service account?,"To see roles per service account in the console:

1. Copy the email of your service account (from IAM & Admin -> Service Accounts - Details);
2. Go to: IAM & Admin -> Policy Analyzer -> Custom Query;
3. Set Parameter 1 to Principal. Paste the email into Principal field;
4. Click Continue, then click Run Query.
You'll get the list of roles of the given service account.",medium,medium,Alice,31-01-2021,Finn,02-02-2021,31,Englewood,39.62960815,-104.9947433
82,GCP Security IAM,"GCP Cloud Build fails with permissions error even though correct role is
 granted","you need to add the cloudfunctions.developer and iam.serviceAccountUser roles to the [PROJECT_NUMBER]@cloudbuild.gserviceaccount.com account, and (I believe) that the aforementioned cloudbuild service account also needs to be added as a member of the service account that has permissions to deploy your Cloud Function (again shown in the linked SO answer).",low,low,Bob,31-01-2021,Finn,02-02-2021,32,Longmont,40.1901207,-105.1010666
83,GCP Security IAM,How to set Google Cloud application credentials for a Service Account,"gcloud auth application-default login uses the active|specified user account to create a local JSON file that behaves like a service account.

The alternative is to use gcloud auth activate-service-account but, as you know, you will need to have the service account's credentials as these will be used instead of the credentials created by application-default login.",low,medium,Charlie,31-01-2021,Harry,03-02-2021,23,Hamilton,39.28759003,-84.69515228
84,GCP Security IAM,Is there a way to list all permissions from a user in GCP?,"In Google Cloud Platform there is no single command that can do this. Permissions via roles are assigned to resources. Organizations, Folders, Projects, Databases, Storage Objects, KMS keys, etc can have IAM permissions assigned to them. You must scan (check IAM permissions for) every resource to determine the total set of permissions that an IAM member account has.",medium,medium,Frank,06-11-2023,Olivia,07-11-2023,2,West Orange,40.77758408,-74.2411499
85,GCP Security IAM,Can't delete a Google Cloud Project,"1. see your project retentions: gcloud alpha resource-manager liens list
2. if you have any retention delete: gcloud alpha resource-manager liens delete ""name""
3. delete your project gcloud projects delete ""project""",critical,high,Emily,09-11-2023,Nathan,10-11-2023,30,Santa Ana,33.66559982,-117.8830566
86,GCP Security IAM,How to read from a Storage bucket from a GCE VM with no External IP?,"You simply have to:

1. Go to Console -> VPC network
2. Choose the subnet of your VM instance (for example default -> us-central1)
3. Edit and select Private Google access -> On. Then save.
Also make sure that your VM has access to the Cloud Storage API.",low,medium,Frank,17-06-2023,Iris,18-06-2023,11,Pekin,40.56959915,-89.64508057
87,GCP Security IAM," I'm getting the error ""cannot use role (type string) as type
 ""cloud.google.com/go/iam"".RoleName in argument to policy.HasRole.","You can use type conversion as the following:

return policy.HasRole(serviceAccount, iam.RoleName(role))
Or simpler by declaring role as iam.RoleName

func checkRole(key, serviceAccount, role iam.RoleName) bool {
...
   return policy.HasRole(serviceAccount, role)
}",medium,medium,Frank,06-09-2022,Olivia,08-09-2022,16,Houston,29.7805748,-95.17199707
88,GCP Security IAM,"Can I get a list of all resources for which a user has been added to a 
role?","Roles are not assigned directly to users. This is why there is no single command that you can use.

IAM members (users, service accounts, groups, etc.) are added to resources with roles attached. A user can have permissions to a project and also have permissions at an individual resource (Compute Engine Instance A, Storage Bucket A/Object B). A user can also have no permissions to a project but have permissions at individual resources in the project.

You will need to run a command against resources (Org, Folder, Project and items like Compute, Storage, KMS, etc).

To further complicate this, there are granted roles and also inherited roles.",medium,high,Emily,29-08-2022,Gabriella,30-08-2022,24,Meridian,43.58177948,-116.3938828
89,GCP Security IAM,Is there a way to prevent deletion of a google spanner database even though developers have been granted broad (i.e. owner) access to the project?,"A few approaches.

1. If you're worrying about a Spanner Database getting dropped, you can use the --enable-drop-protection flag when creating the DB, to ensure it cannot be accidentally deleted.

2. You can make negative permissions through IAM Deny Policies in Google Cloud, to expressedly prevent someone, like a developer group or Service Account, from taking a specific action.",high,medium,Charlie,08-11-2022,Iris,09-11-2022,13,Lockport,41.58304977,-88.05521393
90,GCP Security IAM,How to grant access to all service account in organization?,"You can use Google groups which uses a collection of user and/or 
service accounts. Once this is done, add the service accounts to the Google group and then assign the necessary IAM roles to the Google group.",medium,medium,Alice,08-11-2022,Lucas,11-11-2022,16,Normal,40.50857925,-88.98264313
91,GCP Security IAM,"How to restrict BigQuery's dataset access for everyone having (Project 
level Viewer) role","The solution here is to have Terraform (or something else) manage the resources for you.

You can develop a module that creates the appropriate things for a user e.g. a dataset, a bucket, some perms, a service account etc.

That way all you need to do is add another user to your list and re-deploy. The other additional benefit here is that you can use the repo where the TF is stored as a source of truth.",medium,medium,Grace,12-06-2022,Katherine,15-06-2022,10,Beaverton,45.5220108,-122.8633347
92,GCP Security IAM,Hoe do I Custom Role for Inserting to Specific BigQuery Dataset,"You can drop the bigquery.datasets.get permission from the custom 
IAM role so that they can’t list all the datasets, and then in the dataset's permissions give the READER role instead of WRITER to the user for that specific dataset.",medium,high,Grace,11-10-2021,Harry,13-10-2021,22,Salinas,36.68344116,-121.6128922
93,GCP Security IAM,Service account does not have permission to access Firestore,"Creating a service account by itself grants no permissions. The Permissions tab in IAM & Admin > Service Accounts shows a list of ""Principals with access to this account"" - this is not the inheritance of permissions, it's simply which accounts, aka principals, can make use of the permissions granted to this service account. The ""Grant Access"" button on this page is about granting other principals access to this service account, not granting access to resources for this service account.

For Firestore access specifically - go to IAM & Admin > IAM, and you'll be on the permissions tab. Click ""Add"" at the top of the page. Type in your newly created service account under ""New Principals"", and for roles, select ""Cloud Datastore Owner"".",high,medium,Emily,11-10-2021,Olivia,14-10-2021,10,Englewood,39.62960815,-104.9947433
94,GCP Security IAM,How to connect to Cloud SQL from Azure Data Studio using an IAM user,"We can connect using IAM database authentication using the Cloud SQL Auth proxy. The only step after to be done from the GUI DB tool (mine is Azure Data Studio) would be, to connect to the IP (127.0.0.1 in my case)the Cloud SQL Auth proxy listens on(127.0.0.1 is the default) after starting the Cloud SQL Auth proxy using:

./cloud_sql_proxy -instances=<GCPproject:Region:DBname>=tcp:127.0.0.1:5432",low,low,Alice,09-06-2020,Gabriella,10-06-2020,12,New Orleans,29.96966934,-90.09384918
95,GCP Security IAM,What is the correct GCP user role that I should assign to my external website developer?,"you should grant the minimum role level to execute the work. If your developer only need access to the Translation API, you can grant his account with this role: Cloud Translation API Editor.

If you want him to have full access to the Cloud Translation resources, you can gran him the Cloud Translation API Admin.

In case you have more than one developer and they all need the same permissions, you can create an IAM group, add the developer's mails to the group and assign the necessary roles to it.",high,low,Charlie,09-06-2020,Daniel,10-06-2020,36,Columbus,40.0230751,-82.8732605
96,GCP Security IAM,What GCP user role should I assign to my hired website developer?,,low,high,David,09-06-2020,Katherine,12-06-2020,8,Fullerton,33.86329651,-117.9716263
97,GCP Security IAM,How to restrict access to triggering HTTP CLoud Function via trigger URL?,"The problem is your access method. You are using your own user account (who has the Cloud FUnction invoker role) but with your browser. Your request with your browser is without any authentication header.

If you want to call your cloud function now, you have to add an authorization header, and an identity token as bearer value. That command works

curl -H ""Authorization: bearer $(gcloud auth print-identity-token)"" <cloud function URL>
Note that you need an identity token, not an authorization token.",high,high,Bob,09-06-2020,Iris,10-06-2020,33,North Hollywood,34.16981888,-118.3789902
98,GCP Security IAM,"What roles do my Cloud Build service account need to deploy an http 
triggered unauthenticated Cloud Function?","The solution is replace Cloud Functions Developer role with Cloud Functions Admin role.

Use of the --allow-unauthenticated flag modifies IAM permissions. To ensure that unauthorized developers cannot modify function permissions, the user or service that is deploying the function must have the cloudfunctions.functions.setIamPolicy permission. This permission is included in both the Owner and Cloud Functions Admin roles.",high,medium,Frank,09-06-2020,Finn,11-06-2020,18,Phoenix,33.40356064,-112.0214005
