Sn No,TECHNOLOGY,QUESTION,SOLUTION,SEVERITY,PRIORITY,CREATED_USER,CREATED_DATE,CLOSED_USER,CLOSED_DATE,RESOLUTION_TIME,CITY,Latitude,Longitude
57,GCP Cloud Storage,"I created a bucket, but don't remember which project I created it in. How can I find it?","For most common Cloud Storage operations, you only need to specify the relevant bucket's name, not the project associated with the bucket. In general, you only need to specify a project identifier when creating a bucket or listing buckets in a project. For more information, see When to specify a project.

To find which project contains a specific bucket:

If you are searching over a moderate number of projects and buckets, use the Google Cloud console, select each project, and view the buckets it contains.
Otherwise, go to the storage.bucket.get page in the API Explorer and enter the bucket's name in the bucket field. When you click Authorize and Execute, the associated project number appears as part of the response. To get the project name, use the project number in the following terminal command:

gcloud projects list | grep PROJECT_NUMBER",high,low,Alice,26-04-2021,Katherine,29-04-2021,3,Aurora,39.71852112,-104.8660431
58,GCP Cloud Storage,How do I prevent race conditions for my Cloud Storage resources?,"The easiest way to avoid race conditions is to use a naming scheme that
 avoids more than one mutation of the same object name. Often such a design is not feasible, in which case you can use preconditions in your request. Preconditions allow the request to proceed only if the actual state of the resource matches the criteria specified in the preconditions.",medium,medium,Henry,26-04-2021,Emma,28-04-2021,16,Glenview,42.07277679,-87.80484772
59,GCP Cloud Storage,How do I Reset Google Cloud?,"f you need to reset your Google Cloud for any reason, you can reset Google Cloud by following the steps below.

1. First of all you need to go to Google Cloud Console (https://console.cloud.google.com/) and then you need to sign in with your Google Account.

2. And then from the console dashboard, you need to select the project you want to reset.

3. And then you need to click on the gear icon in the top-right corner to access the project settings.

4. And now you have to scroll down to the ""Shut Down"" section and then you have to click on the ""Shut Down"" button.

5. And now you have to confirm that you want to close the project by typing the Project ID in the text field provided.

6. Finally you have to click on the ""Shut Down"" button again to confirm the action.",high,high,Emily,09-12-2023,Nathan,11-12-2023,25,Catonsville,39.26510239,-76.77329254
60,GCP Cloud Storage,Unable to view or edit a shared Google Drive access.,If that is the case then ask the owner to give you the access and then the issue should be resolved.,high,high,Grace,09-12-2023,Gabriella,11-12-2023,26,East Lansing,42.9221611,-84.01567841
61,GCP Cloud Storage,Unable to access the latest version of Google Cloud.,"If that is the case then all you need to do is update your Google Cloud 
to latest version so that the same is resolved.",medium,medium,Grace,09-12-2023,Katherine,10-12-2023,15,Far Rockaway,40.60063934,-73.76037598
62,GCP Cloud Storage,Google Cloud is not being able to perform print operations,"In such cases simply check for updates in your printer and update
 immediately to fix the same",medium,medium,Charlie,26-11-2020,Olivia,29-11-2020,14,Massillon,40.80009842,-81.51615143
63,GCP Cloud Storage,"I should have permission to access a certain bucket or object, but when I attempt to do so, I get a 403 - Forbidden error with a message that is similar to: example@email.com does not have storage.objects.get access to the Google Cloud Storage object.","You are missing a IAM permission for the bucket or object that is required to complete the request. If you expect to be able to make the request but cannot, perform the following checks:

1. Is the grantee referenced in the error message the one you expected? If the error message refers to an unexpected email address or to ""Anonymous caller"", then your request is not using the credentials you intended. This could be because the tool you are using to make the request was set up with the credentials from another alias or entity, or it could be because the request is being made on your behalf by a service account.

2. Is the permission referenced in the error message one thought you needed? If the permission is unexpected, it's likely because the tool you're using requires additional access in order to complete your request. For example, in order to bulk delete objects in a bucket, gcloud must first construct a list of objects in the bucket to delete. This portion of the bulk delete action requires the storage.objects.list permission, which might be surprising, given that the goal is object deletion, which normally requires only the storage.objects.delete permission. If this is the cause of your error message, make sure you're granted IAM roles that have the additional necessary permissions.

3. Are you granted the IAM role on the intended resource or parent resource? For example, if you're granted the Storage Object Viewer role for a project and you're trying to download an object, make sure the object is in a bucket that's in the project; you might inadvertently have the Storage Object Viewer permission for a different project.",low,medium,Grace,12-06-2022,Nathan,13-06-2022,15,Hampton,37.047966,-76.39997101
64,GCP Cloud SQL,Lost connection to MySQL server during query when dumping table,"The source may have become unavailable, or the dump contained packets too large.
Make sure the external primary is available to connect, or use mysqldump with the max_allowed_packet option.",medium,low,David,12-06-2022,James,14-06-2022,11,Jacksonville,30.35342217,-81.51309204
65,GCP Cloud SQL,"The initial data migration was successful, but no data is being replicated.","One possible root cause could be your source database has defined replication flags which result in some or all database changes not being replicated over.
Make sure the replication flags such as binlog-do-db, binlog-ignore-db, replicate-do-db or replicate-ignore-db are not set in a conflicting way.

Run the command show master status on the primary instance to see the current settings.",medium,medium,David,12-10-2020,Nathan,15-10-2020,16,Opa Locka,25.94878006,-80.28707886
66,GCP Cloud SQL,"The initial data migration was successful but data replication stops 
working after a while.","Things to try:
1. Check the replication metrics for your replica instance in the Cloud Monitoring section of the Google Cloud console.
2. The errors from the MySQL IO thread or SQL thread can be found in Cloud Logging in the mysql.err log files.
3. The error can also be found when connecting to the replica instance. Run the command SHOW SLAVE STATUS, and check for the following fields in the output:
   Slave_IO_Running
   Slave_SQL_Running
   Last_IO_Error
   Last_SQL_Error",medium,low,Frank,12-10-2020,Emma,15-10-2020,28,Miami,25.93001556,-80.16291046
67,GCP Cloud SQL,I am getting an error as mysqld check failed: data disk is full.,"The data disk of the replica instance is full.
Increase the disk size of the replica instance. You can either manually increase the disk size or enable auto storage increase.",critical,high,David,03-09-2021,Olivia,06-09-2021,27,Bismarck,46.81184387,-100.7877197
68,GCP Cloud SQL,"Error message: The slave is connecting ... master has purged binary logs 
containing GTIDs that the slave requires.","The primary Cloud SQL instance has automatic backups and binary logs and point-in-time recovery is enabled, so it should have enough logs for the replica to be able to catch up. However, in this case although the binary logs exist, the replica doesn't know which row to start reading from.
Create a new dump file using the correct flag settings, and configure the external replica using that file

1. Connect to your mysql client through a Compute Engine instance.
2. Run mysqldump and use the --master-data=1 and --flush-privileges flags.
Important: Do not include the --set-gtid-purged=OFF flag.

Learn more.

3. Ensure that the dump file just created contains the SET @@GLOBAL.GTID_PURGED='...' line.
4. Upload the dump file to a Cloud Storage bucket and configure the replica using the dump file.",medium,medium,Frank,13-11-2023,Katherine,16-11-2023,27,Beloit,42.50544357,-89.04527283
69,GCP Cloud SQL,After enabling a flag the instance loops between panicking and crashing.,"Contact customer support to request flag removal followed by a hard 
drain. This forces the instance t restart on a different host with a fresh configuration without the undesired flag or setting.",critical,high,Charlie,28-05-2023,Lucas,30-05-2023,18,Lancaster,34.69719696,-118.0742645
70,GCP Cloud SQL,"Getting the error message Bad syntax for dict arg when trying to set a 
flag.","Complex parameter values, such as comma-separated lists, require special treatment when used with gcloud commands.",medium,low,Grace,26-10-2023,Madison,28-10-2023,18,Los Angeles,34.03905487,-118.2566757
71,GCP Cloud SQL,"HTTP Error 409: Operation failed because another operation was already 
in progress.","There is already a pending operation for your instance. Only one 
operation is allowed at a time. Try your request after the current operation is complete.",medium,low,Henry,26-10-2023,Daniel,27-10-2023,11,East Lansing,42.74964523,-84.4508667
72,GCP Cloud SQL,The import operation is taking too long.,"Too many active connections can interfere with import operations.
Close unused operations. Check the CPU and memory usage of your Cloud SQL instance to make sure there are plenty of resources available. The best way to ensure maximum resources for the import is to restart the instance before beginning the operation.

A restart:

Closes all connections.
Ends any tasks that may be consuming resources.",critical,high,Bob,05-04-2022,Olivia,06-04-2022,12,Los Angeles,34.02927399,-118.4060135
73,GCP Cloud SQL,An import operation failing with an error that a table doesn't exist.,"Tables can have foreign key dependencies on other tables, and depending on the order of operations, one or more of those tables might not yet exist during the import operation.
Things to try:

Add the following line at the start of the dump file:
SET FOREIGN_KEY_CHECKS=0;
  
Additionally, add this line at the end of the dump file:
SET FOREIGN_KEY_CHECKS=1;
  
These settings deactivate data integrity checks while the import operation is in progress, and reactivate them after the data is loaded. This doesn't affect the integrity of the data on the database, because the data was already validated during the creation of the dump file.",high,low,Frank,17-09-2022,Daniel,19-09-2022,2,Catonsville,39.26510239,-76.77329254
74,GCP Cloud SQL,getting error as Audit logs are not found.,"Data-Access logs are only written if the operation is an authenticated 
user-driven API call that creates, modifies, or reads user-created data, or if the operation accesses configuration files or metadata of resources.",high,medium,Bob,17-09-2022,Finn,20-09-2022,6,East Lansing,42.9221611,-84.01567841
75,GCP Cloud SQL,getting Operations information is not found in logs as an error,"You want to find more information about an operation.
For example, a user was deleted but you can't find out who did it. The logs show the operation started but don't provide any more information. You must enable audit logging for detailed and personal identifying information (PII) like this to be logged.",medium,low,Grace,17-09-2022,Daniel,20-09-2022,1,Grove City,39.86989212,-83.10421753
76,GCP Cloud SQL,Slow performance after restarting MySQL.,"Cloud SQL allows caching of data in the InnoDB buffer pool. However, 
after a restart, this cache is always empty, and all reads require a round trip to the backend to get data. As a result, queries can be slower than expected until the cache is filled.",high,high,Charlie,31-01-2021,Finn,02-02-2021,28,Edinburg,26.29763413,-98.17961884
77,GCP Cloud SQL,I am unable to manually delete binary logs.,"Binary logs cannot be manually deleted. Binary logs are automatically 
deleted with their associated automatic backup, which generally happens after about seven days.",medium,low,David,31-01-2021,Daniel,03-02-2021,19,Houston,29.83435631,-95.33792877
78,GCP Cloud SQL,How do I find information about temporary files.,"A file named ibtmp1 is used for storing temporary data. This file is reset upon database restart. To find information about temporary file usage, connect to the database and execute the following query:
SELECT * FROM INFORMATION_SCHEMA.FILES WHERE TABLESPACE_NAME='innodb_temporary'\G",high,medium,Emily,31-01-2021,Nathan,03-02-2021,17,Hampton,37.047966,-76.39997101
79,GCP Cloud SQL,How do I find out about table sizes.,"This information is available in the database.
Connect to the database and execute the following query:

SELECT TABLE_SCHEMA, TABLE_NAME, sum(DATA_LENGTH+INDEX_LENGTH)/pow(1024,2) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_SCHEMA NOT IN ('PERFORMANCE_SCHEMA','INFORMATION_SCHEMA','SYS','MYSQL') GROUP BY TABLE_SCHEMA, TABLE_NAME;",high,low,Frank,06-11-2023,Iris,07-11-2023,34,Milpitas,37.43395615,-121.8810654
80,GCP Cloud SQL,My data is being automatically deleted.,"Most likely a script is running somewhere in your environment.
Look in the logs around the time of the deletion and see if there's a rogue script running from a dashboard or another automated process.",high,medium,Emily,09-11-2023,Harry,12-11-2023,36,Jersey City,40.74726105,-74.04908752
81,GCP Cloud SQL,"When I am trying to delete a user getting error message as user cannot be 
deleted.","The user probably has objects in the database that depend on it. You need to drop those objects or reassign them to another user.
Find out which objects are dependent on the user, then drop or reassign those objects to a different user.",low,medium,Henry,17-06-2023,Nathan,20-06-2023,34,Hamtramck,42.39984894,-83.05892944
82,GCP Cloud SQL,Unable to create read replica - unknown error.,"There's probably a more specific error in the log files. Inspect the logs in Cloud Logging to find the actual error.
If the error is: set Service Networking service account as servicenetworking.serviceAgent role on consumer project, then disable and re-enable the Service Networking API. This action creates the service account necessary to continue with the process.",high,medium,Emily,06-09-2022,Nathan,08-09-2022,14,Palatine,42.111866,-88.04871368
83,GCP Cloud SQL,While changing parallel replication flags resulting an error.,"An incorrect value is set for one of or more of these flags.
On the primary instance that's displaying the error message, set the parallel replication flags:

1. Modify the binlog_transaction_dependency_tracking and transaction_write_set_extractionflags:
binlog_transaction_dependency_tracking=COMMIT_ORDER
transaction_write_set_extraction=OFF

2. Add the slave_pending_jobs_size_max flag:
slave_pending_jobs_size_max=33554432

3. Modify the transaction_write_set_extraction flag:
transaction_write_set_extraction=XXHASH64

4. Modify the binlog_transaction_dependency_tracking flag:
binlog_transaction_dependency_tracking=WRITESET",low,low,Bob,29-08-2022,James,30-08-2022,35,New York,40.73124313,-73.98880768
84,GCP Cloud SQL,getting error when deleting an instance.,"If deletion protection is enabled for an instance, confirm your plans to 
delete the instance. Then disable deletion protection before deleting the instance.",medium,high,Henry,08-11-2022,Nathan,10-11-2022,15,Chicago,41.89561081,-87.70015717
85,GCP Cloud SQL,I am not able to see the current operation's status.,"The Google Cloud console reports only success or failure when the operation is done. It isn't designed to show warnings or other updates
Run the gcloud sql operations list command to list all operations for the given Cloud SQL instance.",low,medium,Charlie,08-11-2022,Nathan,11-11-2022,13,Winnetka,34.20909119,-118.5710068
86,GCP Functions,"Deployment failure: Insufficient permissions to (re)configure a trigger
(permission denied for bucket <BUCKET_ID>). Please, give owner permissions to the editor role of the bucket and try again.","Reset this service account to the default role.
or
Grant the runtime service account the cloudfunctions.serviceAgent role.
or
Grant the runtime service account the storage.buckets.{get, update} and the resourcemanager.projects.get permissions.",low,medium,Henry,12-06-2022,Iris,15-06-2022,1,Staten Island,40.56678009,-74.11734772
87,GCP Functions,Function deployment fails while executing function's global scope,"For a more detailed error message, look into your function's build logs, 
as well as your function's runtime logs. If it is unclear why your function failed to execute its global scope, consider temporarily moving the code into the request invocation, using lazy initialization of the global variables. This allows you to add extra log statements around your client libraries, which could be timing out on their instantiation (especially if they are calling other services), or crashing/throwing exceptions altogether. Additionally, you can try increasing the function timeout.",medium,medium,Henry,11-10-2021,Harry,12-10-2021,6,Corona,40.74636841,-73.85482025
88,GCP Functions,"When a function is attempted to be deployed, its global scope is used.","1. Disable Lifecycle Management on the buckets required by Container Registry.
2. Delete all the images of affected functions. You can access build logs to find the image paths. Reference script to bulk delete the images. Note that this does not affect the functions that are currently deployed.
3. Redeploy the functions.",high,medium,Henry,11-10-2021,Katherine,14-10-2021,1,College Station,30.60759926,-96.31684876
89,GCP Functions,"Serving permission error due to ""allow internal traffic only"" configuration","You can:
1. Ensure that the request is coming from your Google Cloud project or VPC Service Controls service perimeter.
or
2. Change the ingress settings to allow all traffic for the function.",high,medium,Henry,09-06-2020,Katherine,10-06-2020,35,North Hills,34.23563004,-118.4847031
90,GCP Functions,Getting error as your client does not have permission to the requested URL,"Make sure that your requests include an Authorization: 
Bearer ID_TOKEN header, and that the token is an ID token, not an access or refresh token. If you are generating this token manually with a service account's private key, you must exchange the self-signed JWT token for a Google-signed Identity token, following this guide.",medium,medium,Henry,09-06-2020,Finn,10-06-2020,22,Corona,40.74636841,-73.85482025
91,GCP Functions,Attempt to invoke function using curl redirects to Google login page,"Make sure you specify the name of your function correctly. You can 
always check using gcloud functions call which returns the correct 404 error for a missing function.",high,high,Bob,09-06-2020,Harry,11-06-2020,22,Elk Grove,38.41569519,-121.4185638
92,GCP Functions,"error message
In Cloud Logging logs: ""Infrastructure cannot communicate with function. 
There was likely a crash or deadlock in the user-provided code.""","Different runtimes can crash under different scenarios. To find the root cause, output detailed debug level logs, check your application logic, and test for edge cases.

The Cloud Functions Python37 runtime currently has a known limitation 
on the rate that it can handle logging. If log statements from a Python37 runtime instance are written at a sufficiently high rate, it can produce this error. Python runtime versions >= 3.8 do not have this limitation. We encourage users to migrate to a higher version of the Python runtime to avoid this issue.",low,high,Grace,09-06-2020,Finn,10-06-2020,33,Union City,37.58989716,-122.018959
93,GCP Functions,"Function stopping in mid-execution, or continues running after my code 
finishes","If your function terminates early, you should make sure all your function's asynchronous tasks have been completed before doing any of the following:

1. returning a value
2. resolving or rejecting a returned Promise object (Node.js functions only)
3. throwing uncaught exceptions and/or errors
sending an HTTP response
calling a callback function
If your function fails to terminate once all asynchronous tasks have completed, you should verify that your function is correctly signaling Cloud Functions once it has completed. In particular, make sure that you perform one of the operations listed above as soon as your function has finished its asynchronous tasks.",medium,medium,Emily,09-06-2020,Olivia,10-06-2020,16,Palatine,42.111866,-88.04871368
94,GCP Functions,"getting error as User with Project Viewer or Cloud Function role cannot 
deploy a function","Assign the user an additional role, the Service Account User IAM role 
(roles/iam.serviceAccountUser), scoped to the Cloud Functions runtime service account.",low,high,Henry,09-06-2020,Harry,10-06-2020,21,Toms River,39.95728302,-74.19393158
95,GCP Functions,"Deployment service account missing the Service Agent role when 
deploying functions",Reset this service account to the default role.,medium,low,Frank,09-06-2020,Harry,10-06-2020,2,Chicago,41.89518356,-87.73563385
96,GCP Functions,"Deployment service account missing Pub/Sub permissions when 
deploying an event-driven function","You can:

Reset this service account to the default role.
or
Grant the pubsub.subscriptions.* and pubsub.topics.* permissions to your service account manually.",low,high,Alice,15-04-2023,Iris,16-04-2023,4,Scottsdale,33.59082031,-111.9261398
97,GCP Functions,Getting default runtime service account does not exist as error message,"1. Specify a user managed runtime service account when deploying your 1st gen functions.
or
2. Recreate the default service account @appspot.gserviceaccount.com for your project.",medium,medium,Emily,05-12-2022,Iris,06-12-2022,12,Sun Valley,34.21546936,-118.3703384
98,GCP Functions,User with Project Editor role cannot make a function public,"1. Assign the deployer either the Project Owner or the Cloud Functions Admin role, both of which contain the cloudfunctions.functions.setIamPolicy permission.
or
2.Grant the permission manually by creating a custom role.",high,high,Frank,22-11-2021,Emma,25-11-2021,14,Saint Louis,38.59045029,-90.26371002
99,GCP Functions,Is there a way to keep track of dates on Firestore using cloud functions,"One approach would be to create a scheduled function that scans your database for documents to update every minute or every five minutes. This is a good approach for popular applications with a consistent usage rate.

To improve efficiency, you can use a Firestore onCreate trigger to defer a Cloud Task Function to update the document. As each purchase is made, a Cloud Task can be scheduled to execute in 72 hours from the purchase date where it sets promo to true. This has the benefit of not running jobs that don't have any documents to update.",critical,high,Emily,22-11-2021,Katherine,25-11-2021,10,Lakewood,41.53972244,-80.52366638
100,GCP Functions,"Is it possible to route Google Cloud Functions egress traffic through 
multiple rotating IPs?","1. Create a Serverless VPC Connector
2. Create a Cloud NAT Gateway and have it include the subnet that you assigned to the Serverless VPC Connector
3. Configure your Cloud Function to use the Serverless VPC Connector for all its egress
Now that specific Cloud Function using that specific VPC Connector will route its outbound traffic through that specific Cloud NAT Gateway.

You can repeat this process as many times as necessary. To make this work with your Cloud Function you will have to deploy them as multiple Cloud Functions rather than a single Cloud Function.",medium,low,Bob,11-11-2020,Iris,14-11-2020,3,Bridgeton,39.44585037,-75.22688294
101,GCP Functions,How do I set entry point in cloud function?,"In the Entry point field, enter the entry point to your function in your 
source code. This is the code that will be executed when your function runs. The value of this flag must be a function name or fully-qualified class name that exists in your source code",medium,medium,Grace,13-05-2020,Daniel,16-05-2020,32,Scottsdale,33.4447937,-111.9264908
102,GCP Functions,Serverless VPC Access connector is not ready or does not exist,"List your subnets to check whether your connector uses a /28 subnet mask.

If it does not, recreate or create a new connector to use a /28 subnet. Note the following considerations:

1. If you recreate the connector, you do not need to redeploy other functions. You might experience a network interruption as the connector is recreated.

2. If you create a new alternate connector, redeploy your functions to use the new connector and then delete the original connector. This method avoids network interruption.",medium,low,Charlie,27-08-2020,Finn,29-08-2020,36,Fontana,34.15697479,-117.4821548
103,GCP Functions,Cloud Functions logs are not appearing in Log Explorer,"Use the client library interface to flush buffered log entries before 
exiting the function or use the library to write log entries synchronously. You can also synchronously write logs directly to stdout or stderr.",medium,high,Henry,27-08-2020,Olivia,28-08-2020,13,Apex,35.73103714,-78.85575104
104,GCP Functions,Cloud Functions logs are not appearing via Log Router Sink,"Make sure no exclusion filter is set for 
resource.type=""cloud_functions""",high,high,Alice,27-08-2020,Olivia,30-08-2020,34,New York,40.78022003,-73.95043945
105,GCP Functions,"Python GCP Cloud function connecting to Cloud SQL Error: 
""ModuleNotFoundError: No module named 'google.cloud.sql'""","The error “ModuleNotFoundError: No module named 'google.cloud.sql” occurs as the google.cloud.sql module is not installed in the requirement.txt file. You can install it by using the command pip install “google.cloud.sql”

Also I would like to suggest you to check whether you have assigned the “Cloud SQL Client” role to the service account.

Also I would like to suggest you to check whether you have enabled the ""Cloud SQL Admin API"" within your Google cloud project.

As you already stated VPC connector and Cloud SQL instance are in the same VPC network, also make sure that they are in the same region.

Also check whether the installed packages in the requirements.txt are compatible with your python version you are using.",low,high,Emily,09-12-2022,Nathan,10-12-2022,7,Fresno,36.74282074,-119.7823944
106,GCP Functions,"Unable to give Cloud Functions Admin role to my account on Firebase's 
project setting","The origin of this issue is unknow. You can go to Manage roles, find 
Cloud Functions Admin and create a custom role out of it. Then you can add this role instead.
",medium,high,Emily,09-12-2022,Madison,10-12-2022,29,Toms River,39.95728302,-74.19393158
